Date,news,output
06-07-2023,Federal Reserve officials were wary about slow inflation progress at June meeting,1
06-07-2023,"After TCS, Tata Steel sacks 35 for breach of ethical code",1
07-07-2023,"Cyient DLM to list on NSE, BSE on July 10",1
07-07-2023,Sensex scales new peak despite weak global mkts,2
07-07-2023,Sensex scales new peak despite weak global mkts,2
08-07-2023,UN slams civilian toll as Russia's war in Ukraine reaches day 500,1
08-07-2023,US rate hike prospects pull sensex down,0
08-07-2023,Schools told to adjust 15% pandemic fee by August,1
08-07-2023,US rate hike prospects pull sensex down,0
09-07-2023,Dismissed Tata Steel official kills himself,1
10-07-2023,Saryu seeks coordination between JNAC & Tata Steel,1
11-07-2023,TATA AIA Life Insurance launches fund focused on small caps,1
11-07-2023,US stocks: Wall Street ticks higher ahead of inflation data,2
11-07-2023,Tech wizard Shweta Shalini to steer BJP's social media war in Telangana,1
12-07-2023,"TISS head to be picked by govt now, not Tata Trusts-led board",1
12-07-2023,"TISS director to be picked by govt, not Tata Trusts-led board",1
12-07-2023,"Kalank, psychiatrist': It's all out war between Uddhav Sena and BJP",1
13-07-2023,"At 4.8%, retail inflation hits 3-month high",2
13-07-2023,Tata AIG appointed lead insurer for Maharashtra,1
14-07-2023,Sensex tops 66k 1st time on foreign fund buying,2
14-07-2023,Mumbai: Appellate tribunal stays MERC tariff schedule for Tata Power,1
15-07-2023,57k to 66k in 3 mths: Sensex rallies on FPI flows of Rs 1.3L cr,2
15-07-2023,A 20-year-old gang war and four deaths in Mylapore,1
15-07-2023,WPI inflation negative for 3rd straight month in June,2
15-07-2023,HCL Tech skips salary hikes citing cost inflation,1
15-07-2023,57k to 66k in 3 months: Sensex rallies on FPI flows of ₹1.3L crore,2
15-07-2023,Riverbed land given to war widow; HC summons Jaipur DC,1
17-07-2023,"Telangana spirals out of pandemic cloud with Rs 1,000 crore revenue surplus",1
18-07-2023,"Food prices: War against inflation not over, says RBI",1
19-07-2023,Tata Projects to build metro stns,1
19-07-2023,Mumbai: 10 staffers of Tata Memorial Hospital arrested for diagnostic scan racket,1
20-07-2023,Sensex closes above 67k for 1st time on FPI buying,2
20-07-2023,Sensex closes above 67k for 1st time on FPI buying,2
20-07-2023,"As water recedes, Atishi orders disinfection on a war footing",1
20-07-2023,Ahmedabad car crash: 9 killed as speeding Jaguar crashes into crowd at accident site on ISKCON flyover,1
21-07-2023,"US stocks: Tesla, Netflix pull Nasdaq and S&P lower, Dow ends higher",0
21-07-2023,"Sensex soars 10,000 pts in 4 months from year’s low",0
22-07-2023,Tata Steel to revamp utility infra with ₹300 crore in JSR,1
22-07-2023,Sensex dives 888 points as Infy pulls IT down,0
23-07-2023,"Reconstruction 2.0: Cops borrow Thar, Jaguar",1
23-07-2023,"Tickles, loud music, rain led to Jaguar crash that killed 9 in Ahmedabad",1
24-07-2023,Villages in Sircilla launch war against single-use plastic,1
24-07-2023,Villages in Sircilla launch war against single-use plastic,1
24-07-2023,"Gujarat Jaguar crash: Teen ‘confessed’ to second mishap, but unnamed in FIR",1
25-07-2023,"Maha, Guj, Delhi top in BSE SME listing",1
25-07-2023,Gaganyaan recovery team trains on modules developed by Tata Elxsi,1
25-07-2023,Tata Steel Quarter 1 profit dives,2
25-07-2023,"Kishan puts social media team on war mode, sulking netas find zest",1
26-07-2023,"Tata Motors lines up Rs 38,000 crore capex spend in FY24",2
26-07-2023,Tata Motors to spend ₹38k cr consolidated capex in FY24,2
26-07-2023,‘Tathya’s Jaguar sported altered numberplate to evade detection’,1
26-07-2023,"Tata Steel, Tinplate Co plan to recycle tin cans",1
27-07-2023,Gift Nifty sets record-high single-day turnover of $12.39bn,2
28-07-2023,Ratan Tata to get ‘Udyog Ratna’ award,2
28-07-2023,Class X board exam from Feb 20; BSE mulls pre-Cov pattern,1
29-07-2023,"US intel says China tech aiding Russia war drive, Beijing denies",1
29-07-2023,Volatile food inflation a concern: Nestle India CMD,1
29-07-2023,Tata hospital and Goa tie up for cancer institute,1
29-07-2023,Jagdeep Dhankhar-Derek O'Brien war of words brings Rajya Sabha to abrupt halt,1
30-07-2023,Tata Steel becomes first Indian firm to use LNG to import cargo,2
30-07-2023,JRD Tata remembered on his 119th birth anniversary,1
31-07-2023,Child trafficking cases spike after pandemic,1
31-07-2023,War is coming to Russia: Zelenskyy,1
01-08-2023,Opposition mulls legal war on bills passed since July 26,1
01-08-2023,Sri Lanka records single-digit inflation for first time in 2 years,1
01-08-2023,Tata Power unveils RFID card for e-charging vehicles,1
01-08-2023,Tata Power unveils card for e-charging,1
02-08-2023,"US stocks: S&P 500, Nasdaq end lower on first day of August",0
03-08-2023,Sensex falls 677 points as Fitch cuts US rating only 2nd time in history,0
03-08-2023,All’s not lost in war against piracy: I&B proposes penalties,1
03-08-2023,Sensex falls 677 points as Fitch cuts US rating for only 2nd time in history,0
05-08-2023,Gujarat leads in SME IPOs with 100th co listed on NSE Emerge,1
05-08-2023,"Sensex halts 3-day losing run, up 480 points",0
05-08-2023,"Sensex hits 1-month low, rupee nears 83/$ mark",0
06-08-2023,GSAT-24 satellite to go live tomorrow for Tata Play,1
07-08-2023,Tata Motors partners South Indian Bank for EV financing,2
08-08-2023,"US stocks: Wall Street closes up, regains ground as US inflation report nears",2
09-08-2023,Tata Play ties up Isro’s arm NSIL to use Gsat-24 services,1
09-08-2023,DVR share swap to cost Rs 100 crore: Tata Motors,1
09-08-2023,"State, Tata Power sign MoU for Rs 13,000 crore clean energy projects",2
09-08-2023,"Tussle intensifies, Shivraj & Nath in bitter war of words",1
09-08-2023,Proposed Hathnikund dam can stop Haryana water war with Delhi,1
10-08-2023,Sensex closes higher ahead of RBI’s rate decision,2
10-08-2023,"North Korea's Kim dismisses top general, calls for war preparations",1
11-08-2023,"Wall Street swings after inflation data, ends little changed",1
11-08-2023,RBI holds rates for 3rd time but Das flags inflation risks,1
12-08-2023,"Monsoon session over, INDIA focuses on war plan ahead of Mumbai meet",1
13-08-2023,"Ajit: No cold war, project review unit complementary to CM's war room",1
15-08-2023,Inflation raises rate hike risks in India: Study,1
15-08-2023,Inflation raises rate hike risks in India: Study,1
15-08-2023,"US stocks: S&P 500, Nasdaq end up as Nvidia surge leads megacap higher",2
15-08-2023,Retail inflation hits 15-month high on vegetable prices; food inflation in double digits,0
16-08-2023,"At 9.7%, Rajasthan records highest retail inflation in July",0
18-08-2023,Q2 inflation above 6%: RBI report,0
18-08-2023,"Dramatic fall in Assam's inflation rate, says CMO",1
18-08-2023,Q2 inflation above 6%: RBI report,0
20-08-2023,"17-yr-old history sheeter killed in gang war in Kalyan, four including 2 minors held",1
20-08-2023,China performs war games in 'stern warning' to Taiwan,1
20-08-2023,Ratan Tata honoured with Udyog Ratna award by CM Eknath Shinde,2
20-08-2023,Ratan Tata honoured with Udyog Ratna award by CM,2
21-08-2023,Global aid official appeals for funds to help Sudanese trapped in war between generals,1
22-08-2023,"US stocks: Nasdaq rallies with Nvidia, tech shares",2
23-08-2023,Russia’s Vladimir Putin attends Brics summit in South Africa remotely while facing war crimes warrant,1
23-08-2023,"US President Joe Biden to visit India on Sept 7-10 for G20 meet, to focus on Ukraine war",1
23-08-2023,"US President Joe Biden to visit India on Sept 7-10 for G20 meet, to focus on Ukraine war",1
23-08-2023,Cost of treatment doubles in 5 years as medical inflation bites,1
23-08-2023,Cost of treatment doubles in 5 years as medical inflation bites,1
23-08-2023,Blues win battle but lose the war,1
23-08-2023,Inflation may remain elevated on global uncertainties: Finmin,1
24-08-2023,HC stays NSE notice on scrapping of CSE deal,1
26-08-2023,"Q1 GDP numbers should be good, taming inflation key: Finance minister Sitharaman",1
27-08-2023,"Russia, China oppose inclusion of Ukr war issue in document",1
27-08-2023,War of words over Gadar 2’s music!,1
30-08-2023,Sudan's military leader visits Egypt on his first trip abroad since his country plunged into war,1
31-08-2023,India's fashion retail sector faces challenges as food inflation soars,1
31-08-2023,"Trump blasts New York fraud case, claims he prevented nuclear war in transcript of April testimony",1
31-08-2023,GIFT NIFTY hits record single day turnover of $12.98 billion,2
01-09-2023,Bondada Engg gets listed on BSE,1
02-09-2023,"Inflation will start easing in Sep, says RBI Governor",2
02-09-2023,"August inflation to be high, will start easing in September: RBI governor Shaktikanta Das",1
04-09-2023,DCM Fadnavis lays foundation stone for war museum in Leh,1
05-09-2023,BSE mcap hits new high of ₹318L cr as sensex recovers,2
05-09-2023,Oil executives on trial in Sweden over Sudan war crimes role,1
05-09-2023,Oil executives on trial in Sweden over Sudan war crimes role,1
05-09-2023,BSE mcap hits new high of ₹318 lakh crore as sensex recovers,2
06-09-2023,Putin’s urgency to make gains in war puts spotlight on Kim,1
06-09-2023,Eritrean troops 'committed war crimes' in Ethiopia: Amnesty,1
07-09-2023,Owner gets his Jaguar SUV back,1
08-09-2023,"US stocks: S&P, Nasdaq fall as Apple drags, jobless claims data fuels rate jitters",0
09-09-2023,"US chip giant Nvidia partners with Tata Group: What the deal means for TCS, Tata Motors and Tata Communications",2
12-09-2023,Nifty scales 20 thousand for 1st time despite foreign fund selling,2
12-09-2023,US govt agency to fund Tata Power with $425mn for TN solar cell & module manufacturing plant,2
12-09-2023,"After 3 deaths, Tamil Nadu declares war on dengue",1
13-09-2023,"Retail inflation eases, still above RBI's comfort level",2
14-09-2023,"Nifty hits 20k, top Gujarat co up 1,800x in 22 years",2
14-09-2023,Kim Jong-un supports 'comrade' Vladimir Putin's 'sacred' war against 'evil' West,1
14-09-2023,Argentina monthly inflation highest in three decades,1
14-09-2023,Argentina monthly inflation highest in three decades,1
15-09-2023,Tata Motors looks at 50% sales from EVs by 2030,2
15-09-2023,WPI inflation -ve for 5th month in row,2
15-09-2023,"Sensex, Nifty hit new peaks on foreign fund buying",2
15-09-2023,"West or the rest, who’s suffered inflation more in past 10 years?",1
17-09-2023,Parking: Space war set to get worse in festive season,1
17-09-2023,Diamond firm named in list of ‘int’l war sponsors’,1
17-09-2023,Tata to invest Rs 200 crore to set up semiconductor unit in Karnataka,2
18-09-2023,Automobile workshops see a spike in workload,2
18-09-2023,"Pakistan: Jaamaat-e-Islami Karachi chief calls for citywide shutdown on Tuesday to protest inflated power bills, inflation",1
19-09-2023,Automobile trade up but car sales on downswing in state,1
20-09-2023,UP govt shows interest in buying back Daewoo Motors land in Greater Noida,1
20-09-2023,Surge in crude prices stokes fears of increase in inflation,1
21-09-2023,Anti-cancer plants study by Tata Memorial to start in Pen,1
21-09-2023,"Sensex tanks 796 points over rising oil prices, FPI selloff",0
22-09-2023,Sensex drops 571 pts as US Fed remains hawkish,0
22-09-2023,"Low FD rates, pandemic rally spark interest in MFs",1
22-09-2023,Noida: An automobile park after race? YEIDA is ready with 500 acres,1
22-09-2023,Zelensky tries to woo US lawmakers for war aid,1
22-09-2023,Zelensky tries to woo US lawmakers for war aid,1
22-09-2023,"Low fixed deposit rates, pandemic rally spark interest in mutual funds",1
22-09-2023,Sensex drops 571 points as US Federal Reserve remains hawkish,0
22-09-2023,Sudan army chief warns UN that war could spill over in region,1
24-09-2023,"Bengal's Aug rural inflation halves to 5.07%, max dip for a state in past year",1
24-09-2023,Pope blames weapons industry for Russia-Ukraine war and 'martyrdom' of Ukrainian people,1
24-09-2023,Tata Motors opens vehicle scrapping facility,2
25-09-2023,‘Central war room’ for media campaign,1
25-09-2023,War in Ukraine speeds up indigenisation of T-90 tanks,1
25-09-2023,"Invest in UP, it’s the fastest growing economy, CM urges automobile cos",1
25-09-2023,Delhi saw 68% surge in child trafficking after pandemic,1
25-09-2023,"Ukraine war speeds up indigenisation of T-90 tanks, to be complete next year",1
25-09-2023,Manipur beefs up task force for second round of war on drugs,1
26-09-2023,"War of words after Suvendu slams Cong, CPM, INDIA",1
28-09-2023,GIFT Nifty breaks single-day trading turnover record,2
28-09-2023,Congress party opens election war room,1
28-09-2023,UK’s Old War Office opens as hotel,1
29-09-2023,"Sensex falls 610 pts on selling spree, weak cues",0
30-09-2023,US inflation expectations fall in September,1
30-09-2023,Dussehra war for Shivaji Park begins anew between Senas,1
30-09-2023,Inflation in Europe dips to 2-year low,2
